# Users can change the parts in Yellow
#
					1440x900x32_title	1440x900x32	Set Graphics Mode to 1440x900x32
					1600x900x32_title	1600x900x32	Set Graphics Mode to 1600x900x32
					1680x1050x32_title	1680x1050x32	Set Graphics Mode to 1680x1050x32
					1920x1080x32_title	1920x1080x32	Set Graphics Mode to 1920x1080x32
					1920x1200x32_title	1920x1200x32	Set Graphics Mode to 1920x1200x32
				Video_title		Video	A selection of options that deal with video.
					GraphicsEnabler_title	GraphicsEnabler=Yes	Enables the option to autodetect NVIDIA based GPUs and inject the correct info.
					UseAtiROM_title	UseAtiROM=Yes	Enables UseAtiROM options.
					UseNvidiaROM_title	UseNvidiaROM=Yes	Enables UseNvidiaROM options.
					VBIOS_title	VBIOS=Yes	Enables VBIOS option.
#
bg.lproj	Welcome	codeID					description
		W_Im					Do not install to an Apple Macintosh computer
		W_Dv					Разработенот
		W_Tt					Благодарности на
		W_Pk					Package
		W_Pb					Package Built by
		W_Lt					language translated by ???
	Conclusion	codeID					description
		C_Ms					The scripts have completed and a file named @LOG_FILENAME@ has been written to the root of your chosen partition. Please read it to find out if the installation was successful and keep it for a record of what was done.
	Description	codeID					description
		D_01					Chameleon е комбинация от разбични boot loader компоненти. Базиран е на fake EFI изпълнението на Дейвид Ейлиът добавено към проекта boot-132 на Apple. Chameleon е разширен със следните ключови функции:
		D_02					Нови функции в Chameleon 2.0
		D_03					- Напълно управляем графичен интерфейс за добавяне на живи цветове към Darwin Bootloader.
		D_04					- Boot-ва retail DVD-та чрез директно зареждане на ramdisk image без помоща на допълнителни програми.
		D_05					- Хибернация.
		D_06					- SMBIOS заместване, за да бъдат модифицирани оригиналните SMBIOS стойности.
		D_07					- DSDT заместване, за да бъде използвано модифицирано DSDT, което решава множество проблеми.
		D_08					- Вграждане на особеностите на различни хардуерни устройства посредством device-properties стрингове.
		D_09					- Хибридни boot0 / boot1h за MBR и GPT разделени дискове..
		D_10					- Автоматично разпознаване на FSB за новите AMD процесори.
		D_11					- Поддръжка на Apple Software RAID..
		D_12					- Nvidia & ATI/AMD Graphics Card Enabler.
		D_13					- Module support
		D_14					- Memory detection adapted from memtest86:
		D_15					- Automatic P-State and C-State generation for native power management.
		D_16					- Message logging.
		D_17					The code is released under version 2 of the Gnu Public License.
		D_18					 За повече информация посетете
	LocalizableStrings	messageName	objectName	objectName	objectName	objectTitle	description
		ERROR_BOOTVOL					Този софтуер трябва да бъде инсталиран на стартовия дял.
		ERROR_INSTALL					Този дял не отговаря на изискванията за това обновяване.
		Newer_Package_Installed_message					По нова версия на Chameleon вече е инсталирана.
		Intel_Mac_message					Софтуерът не може да бъде инсталиран на този компютър.
			Chameleon_title			Chameleon Bootloader	Chameleon requires three essential files. (in simple terms), boot0 (On the drive's MBR) responsible for loading boot1. boot1 (On the partition's boot-sector) to finding boot2. boot2 (On the partition's root directory) for loading kernel etc.
				Standard_title		Standard	Стандартно инсталиране на Chameleon
				noboot_title		Don't install the Bootloader	Useful if you only want to install the extra's.
			Module_title			Modules	The modules system incorporated in chameleon allows for a user or developer to extend the core functionality of chameleon without replacing the main boot file.
				AutoReso_title		Resolution	This module reads the edid information from the monitor attached to the main display. The module is currently not integrated into trunk and has minimal uses as it stands. Additionally, the module will patch the vesa modes available in pre intel hd graphics cards to provide proper resolution while booting.
				klibc_title		klibc	This module provides a standard c library for modules to link to if the library provided by chameleon is insufficient. This is currently only used by the uClibc++ library. Source: http://www.kernel.org/pub/linux/libs/klibc/
				uClibc_title		uClibc++	This module provides a minimalistic c++ runtime library for use in other modules. This does not provide functionality by itself, instead it is used to allow for the c++ language to be used in other modules. *Please note that rtti and exceptions has both been disabled. Source: http://cxx.uclibc.org/ .Dependencies: klibc
			Keymaps_title			Keylayout	Select one keylayout to use. This will also install the Keylayout module and keymaps.
				mac-de_title		German Mac Keyboard	Use the keyboard layout for a German Mac keyboard
				mac-es_title		Spanish Mac Keyboard	Use the keyboard layout for a Spanish Mac keyboard
				mac-fr_title		French Mac Keyboard	Use the keyboard layout for a French Mac keyboard
				mac-it_title		Italian Mac Keyboard	Use the keyboard layout for an Italian Mac keyboard
				mac-se_title		Swedish Mac Keyboard	Use the keyboard layout for a Swedish Mac keyboard
				pc-fr_title		French PC Keyboard	Use the keyboard layout for a French PC keyboard
			Themes_title			Теми	Колекция от теми http://forum.voodooprojects.org/index.php/board,7.0.html
				Bullet_title		Bullet	The Bullet тема от NoSmokingBandit
				Default_title		Стандартна	Вградената тема в Chameleon.
				Embed_title		Embed	A smaller simple version of the new default theme used when building a version of Chameleon which requires an embedded theme.
				Legacy_title		Legacy	Chameleon's original default theme introduced for v2.0 RC1.
			Options_title			Опции	Опции по подразбиране
				Control_title		Control Options	Settings to control how Chameleon works.
					BootBanner_title	BootBanner=No	Hides Chameleon's boot banner in GUI. This is the text that is drawn at the top left corner of the screen displaying the release version etc.
					GUI_title	GUI=No	Премахва графичния интерфейс като добавя GUI=n в com.apple.Boot.plist
					LegacyLogo_title	LegacyLogo=Yes	Use the legacy 'dark grey' apple logo on the light grey screen for the boot process rather than the boot.png in the theme.
					InstantMenu_title	InstantMenu=Yes	By default, when Chameleon loads you'll see the icon for the current default partition, along with a timeout progress bar which left alone will count down before Chameleon automatically boots that partition. This options skips that and takes you directly to the device selection screen.
					QuietBoot_title	QuietBoot=Yes	Enable quiet boot mode (no messages or prompt).
					ShowInfo_title	ShowInfo=Yes	Enables display of partition and resolution details shown on the left side of the GUI under the boot banner. This is useful information for troubleshooting, though can clash with certain themes.
					Wait_title	Wait=Yes	Pauses the boot process after Chameleon has finished it's setup then waits for a key press before it starts the mach kernel. Useful when combined with verbose boot for troubleshooting.
				General_title		General Options	Choose from a selection of base options.
					arch_title	arch=i386	Boots the kernel in 32bit mode rather than the default 64bit mode.
					EHCIacquire_title	EHCIacquire=Yes	Добавя EHCIacquire=y в com.apple.Boot.plist. Опцията поправя всякакви EHCI (USB 1.0) проблеми поради некоректно написани BIOS-и.
					EthernetBuiltIn_title	EthernetBuiltIn=Yes	Добавя EthernetBuiltIn=y в com.apple.Boot.plist. Тази опция ще направи 'вградени' вашите Ethernet устройства.
					ForceHPET_title	ForceHPET=Yes	Добавя ForceHPET=y в com.apple.Boot.plist. Пуска в действие HPET при Intel чипсети за BIOS-и, които не разполагат с HPET.
					ForceWake_title	ForceWake=Yes	Добавя ForceWake=y в com.apple.Boot.plist. Опцията позволява да прескочите (да не зареждате) повредени 'изображения' на операционната система.
					RestartFix_title	RestartFix=No	Disables the automatically enabled restart fix.
					UHCIreset_title	UHCIreset=Yes	Добавя UHCIreset=y в com.apple.Boot.plist. Инициализира UHCI (USB 2.0) контролерите преди стартиране на OS X.
					UseMemDetect_title	UseMemDetect=No	Disables the automatically enabled RAM recognition.
					UseKernelCache_title	UseKernelCache=Yes	For Lion only. Enables loading of the pre-linked kernel. This will ignore /E/E and /S/L/E. ONLY use this is you have know it contains everything you need.
					Wake_title	Wake=Yes	Attempts to load the sleep image saved from last hibernation.
				KernelFlags_title		Kernel Flags	Choose from a selection of kernel flags.
					Verbose_title	Verbose Mode	Turns on verbose logging and allows you to see messages from both Chameleon and the OS X kernel at boot time. Essential for troubleshooting.
					Singleusermode_title	Single User Mode	A troubleshooting option used for booting into OS X's BSD/Unix command line.
					Ignorecaches_title	Ignore Caches	Not an option that's needed for everyday booting, but it can be useful if you want OS X to load all files from it's system folders, rather than relying on it's pre-built caches.
					Npci_title	npci=0x2000	For overcoming a hang at 'PCI configuration begin' on some systems. 0x2000 is the kIOPCIConfiguratorPFM64 flag, as seen in the IOPCIFamily source code.
					Darkwake_title	darkwake=0	Lion only. Disables the 'low power wake' feature which can sometimes leave the screen black after wake from sleep.
				PowerManagement_title		Power Management	A selection of options that deal with power management and speedstep.
					CSTUsingSystemIO_title	Generate C-States=Yes	New C-State _CST generation method using SystemIO registers instead of FixedHW.
					DropSSDT_title	DropSSDT=Yes	Discard the motherboard's built-in SSDT tables.
					EnableC2State_title	EnableC2State=Yes	Enable specific Processor power state, C2.
					EnableC3State_title	EnableC3State=Yes	Enable specific Processor power state, C3.
					EnableC4State_title	EnableC4State=Yes	Enable specific Processor power state, C4.
					GenerateCStates_title	Generate C-States=Yes	Enable auto generation of processor idle sleep states (C-States).
					GeneratePStates_title	Generate P-States=Yes	Enable auto generation of processor power performance states (P-States).
				Resolution_title		Resolution	Set one resolution to use.
					1024x600x32_title	1024x600x32	Set Graphics Mode to 1024x600x32
					1024x768x32_title	1024x768x32	Set Graphics Mode to 1024x768x32
					1280x768x32_title	1280x768x32	Set Graphics Mode to 1280x768x32
					1280x800x32_title	1280x800x32	Set Graphics Mode to 1280x800x32
					1280x1024x32_title	1280x1024x32	Set Graphics Mode to 1280x1024x32
					1280x960x32_title	1280x960x32	Set Graphics Mode to 1280x960x32
					1440x900x32_title	1440x900x32	Set Graphics Mode to 1440x900x32
					1600x900x32_title	1600x900x32	Set Graphics Mode to 1600x900x32
					1680x1050x32_title	1680x1050x32	Set Graphics Mode to 1680x1050x32
					1920x1080x32_title	1920x1080x32	Set Graphics Mode to 1920x1080x32
					1920x1200x32_title	1920x1200x32	Set Graphics Mode to 1920x1200x32
				Video_title		Video	A selection of options that deal with video.
					GraphicsEnabler_title	GraphicsEnabler=Yes	Добавя GraphicsEnabler=y в org.chameleon.Boot.plist. Автоматично разпознаване на видео карти с nVidia чипсет и добавяне на съответната за тях информация.
					UseAtiROM_title	UseAtiROM=Yes	Enables UseAtiROM options.
					UseNvidiaROM_title	UseNvidiaROM=Yes	Enables UseNvidiaROM options.
					VBIOS_title	VBIOS=Yes	Enables VBIOS option
#
bs.lproj	Welcome	codeID					description
		W_Im					Instalacija nije prilagođena za Apple Macintosh kompjutere
		W_Dv					Programeri
		W_Tt					Hvala
		W_Pk					Paket
		W_Pb					Package Built by
		W_Lt					language translated by mistudio
	Conclusion	codeID					description
		C_Ms					Skripte su završile i datoteka pod nazivom @LOG_FILENAME@ je snimljena na root particije diska  koje ste odabrali. Molimo pročitajte ga kako biste saznali da li je instalacija bila uspiješna i čuvajte ga radi evidencije o tome šta je učinjeno
	Description	codeID					description
		D_01					Chameleon je kombinacija razliƒçitih komponenata bootloadera. On se zasniva na David Elliottovoj la≈ænoj EFI implementaciji dodanoj u Apple boot-132 projekt.
		D_02					Nove funkcije u Chameleon 2.0
		D_03					- Potpuno prilagođen grafički korisinički interfejs donosi vizuelna poboljšanja u Darwin Bootloaderu.
		D_04					- Start sa retail DVD-om direktno učitava ramdisk slike bez pomoći dodatnih programa.
		D_05					- Hibernacija. Uživajte u nastavaku rada vašeg Mac OS X-a sa pregledom slike.
		D_06					- SMBIOS zamijena tvorničkih za modificiranu SMBIOS vrijednost.
		D_07					- DSDT zamijena za korištenje modificiranog, ispravljenog DSDT-a koji može riješiti nekoliko problema.
		D_08					- Implementacija svojstva uređaja putem svojstva niza.
		D_09					- hibridni boot0 / boot1h za MBR i GPT particijske diskove.
		D_10					- automatsko FSB kodno otkrivanje čak i za posljednje AMD procesore. 
		D_11					- Apple softver RAID podrška.
		D_12					- Nvidia & ATI/AMD Grafički Aktivator.
		D_13					- Modul podrška
		D_14					- Detekcija memorije prilagoƒëena iz memtest86:
		D_15					- Automatsko generisanje P-State i C-State za izvorno upravljanje energijom.
		D_16					- Prijava porukama.
		D_17					Kod je objavljen pod verzijom 2 GNU javna licenca.
		D_18					Za detaljne informacije posjetite:
	LocalizableStrings	messageName	objectName	objectName	objectName	objectTitle	description
		ERROR_BOOTVOL					Ovaj softver mora biti instaliran na volumen sa kojeg se pokreće.
		ERROR_INSTALL					Ovaj volumen ne ispunjava uslove za ovu nadogradnju.
		Newer_Package_Installed_message					Nova verzija Chameleona već je instalirana
		Intel_Mac_message					Ovaj softver ne može biti instaliran na ovom računaru
			Chameleon_title			Chameleon Bootloader	Chameleon zahtjeva tri bitna fajla. (pojednostavljeno rečeno) boot0 (MBR na disk pogonu) odgovoran za učitavanje boot1. boot1 (Na particiju za boot-sektor) za pronalaženje boot2. boot2 (Na particiju za root direktorij) za učitavanje Kernela itd.
				Standard_title		Standard	instalira Chameleon fajlove u početnu datoteku diska (root) odabrane particije koristeći bilo boot0 ili boot0md u zavisnosti od vašeg sistema ne uništavajući bilo kakvu Winodws instalaciju ukoliko je imate instaliranu.
				noboot_title		Ne instaliraj Bootloader	Korisno ukoliko želite instalirati samo extra.
			Module_title			Chameleon Moduli	Moduli ugrađeni u sistem Cameleona omogućavaju korisniku ili programeru proširenje funkcionalnosti Cameleon jezgre bez zamijene glavnog boot fajla. 
				AutoReso_title		Rezolucija	Ovaj modul čita edid informacije sa monitora priključenog na glavni ekran. Modul trenutno nije integrisan u trunk i nije od velike primjene kao što stoji. Osim toga, modul će zakrpati VESA modove koji su prisutni u pred Intelovim HD grafičkim karticama kako bi osigurale odgovarajuću rezoluciju ekrana prilikom podizanja.
				klibc_title		klibc	Ovaj modul omogućava standard c biblioteku za module za povezivanje ako chameleon biblioteka nije dovoljna. Ovo se trenutno koristi samo sa uClibc++ bibliotekom. Izvor: http://www.kernel.org/pub/linux/libs/klibc/
				uClibc_title		uClibc++	Ovaj modul omogućava minimalističku c++ runtime biblioteku za korištenje u drugim modulima. To ne pruža funkcionalnost sama po sebi, umjesto toga, služi kako bi se omogućilo korištenje c++ jezika u ostalim modulima. Imajte na umu da su obe RTTI iznimke onemogućene. Izvor: http://cxx.uclibc.org/ Dependencies: klibc
			Keymaps_title			Keylayout	Select one keylayout to use. This will also install the Keylayout module and keymaps.
				mac-de_title		German Mac Keyboard	Korištenje tastature za Njemačku Mac tastaturu
				mac-es_title		Spanish Mac Keyboard	Korištenje tastature za Španjolsku Mac tastaturu
				mac-fr_title		French Mac Keyboard	Korištenje tastature za Francusku Mac tastaturu
				mac-it_title		Italian Mac Keyboard	Korištenje tastature za Italijansku Mac tastaturu
				mac-se_title		Swedish Mac Keyboard	Korištenje tastature za Svedsku Mac tastaturu
				pc-fr_title		French PC Keyboard	Korištenje tastature za Francusku PC tastaturu
			Themes_title			Themes	Skup predloženih tema Više tema možete pronaći na http://forum.voodooprojects.org/index.php/board,7.0.html
				Bullet_title		Bullet	Predivna jednostavna tema od NoSmokingBandit iz Aprila 2009.
				Default_title		Standard	Chameleonova trenutno zadana tema.
				Embed_title		Embed	Manja, jednostavnija verzija nove zadane teme koja se koristi prilikom izgradnje Chameleon-a koji zahtjeva ugrađenu temu.
				Legacy_title		Legacy	Chameleonova prethodno zadana tema.
			Options_title			Boot Opcije	Kreira /Extra/org.chameleon.Boot.plist i omogučava izbor željene opcije za kontrolu Chameleon postavki.
				Control_title		Control Options	Opcije za kontrolu rada Chameleona.
					BootBanner_title	BootBanner=No	Skriva Cameleon boot banner u grafičkom korisničkom inferfejsu (GUI).
					GUI_title	GUI=No	Onemogućava uključeni zadani korisnički grafički interfejs.
					LegacyLogo_title	LegacyLogo=Yes	Koristite legacy (sivi i bijeli) apple logo prilikom podizanja radije nego boot.png sliku iz teme
					InstantMenu_title	InstantMenu=Yes	Prikaz zaslona za odabir particije bez prikazivanja timeout ekrana.
					QuietBoot_title	QuietBoot=Yes	Omogućava mod mirnog pokretanja (bez poruka ili redaka).
					ShowInfo_title	ShowInfo=Yes	Onemogućava prikaz detalja o particiji i rezoluciji.
					Wait_title	Wait=Yes	Pauzira boot proces nakon što je Cameleon završio postavljanje, onda čeka na pritisak tipke prije nego se pokrene mach kernel. Korisno u kombinaciji sa verbose podizanjem za riješavanje problema.
				General_title		General Options	Izaberite od selekcije iz baze opcija.
					arch_title	arch=i386	Pokreće jezgru (kernel) u 32bitnom modu radije nego u zadanom 64bitnom modu.
					EHCIacquire_title	EHCIacquire=Yes	Omogućava opciju za popravak bilo kojih EHCI vlasničkih prava zbog lošeg biosa.
					EthernetBuiltIn_title	EthernetBuiltIn=Yes	Omogućava mogućnost dodavanja "ugrađeno" na vaše Ethernet uređaje.
					ForceHPET_title	ForceHPET=Yes	Omogućava HPET na Intel čipsetima, za biose koje ne uključuju ovu opciju.
					ForceWake_title	ForceWake=Yes	Ova opcija omogućava vam da zaobiđete loše uspavane slike (sleep images).
					RestartFix_title	RestartFix=No	Isključuje automatsko omogućavanje restart fix opcije
					UHCIreset_title	UHCIreset=Yes	Omogućava opciju za reset UHCI kontrolera prije početka podizanja. 
					UseMemDetect_title	UseMemDetect=No	Isključuje omogućeno automatsko RAM prepoznavanje.
					UseKernelCache_title	UseKernelCache=Yes	Samo za Lion. Omogućava učitavanje prethodno povezanog kernela. Ovo će ignorisati /E/E i /S/L/E. Ovo koristiti samo ako morate znati da sadrži sve što vam je potrebno.
					Wake_title	Wake=Yes	Pokušava da učita uspavanu sliku snimljenu iz prethodne hibernacije
				KernelFlags_title		Kernel Flags	Izaberite od selekcije iz kernel zastava.
					Verbose_title	Verbose Mode	Uključuje verbose prijavu i omogućava vam da vidite poruke iz oba Chameleon i kernel OS X prilikom pokretanja. Osnova za rješavanje problema.
					Singleusermode_title	Single User Mode	Opcija za rješavanje problema koja se koristi za dizanje OS X BSD / Unix komandnog reda.
					Ignorecaches_title	Ignore Caches	Opcija koja nije potrebna za svakodnevno podizanje, ali može biti korisna ako želite da OS X učita sve fajlove iz sistemskog direktorija, radije nego se oslanjajući na pre-izgrađenu predmemoriju.
					Npci_title	npci=0x2000	Postavlja zastave npci = 0x2000 za Kernel Zastave
					Darkwake_title	darkwake=0	Samo Lion. Isključuje 'low power wake' opciju koja ponekad ostavi crni ekran posije buđenja iz spavanja.
				PowerManagement_title		Power Management	Odabir opcija koje se bave upravljanjem potrošnjom energije i SpeedStepom.
					CSTUsingSystemIO_title	Generate C-States=Yes	Nova C-state _CST generacija metodom SystemIO registracije umjesto FixedHW.
					DropSSDT_title	DropSSDT=Yes	Odbacuje SSDT tablice ugrađene na matičnoj ploči.
					EnableC2State_title	EnableC2State=Yes	Uključuje posebno Processorsko stanje napajanja, C2.
					EnableC3State_title	EnableC3State=Yes	Uključuje posebno Processorsko stanje napajanja, C3.
					EnableC4State_title	EnableC4State=Yes	Uključuje posebno Processorsko stanje napajanja, C4.
					GenerateCStates_title	Generate C-States=Yes	Uključuje automatsko generisanje procesora u stanju mirovanja (C-States).
					GeneratePStates_title	Generate P-States=Yes	Omogućava automatsko generisanje snage procesora stanja performansi (P-States).
				Resolution_title		Resolution	Postavlja rezoluciju ekrana za vaš monitor
					1024x600x32_title	1024x600x32	Postavite Grafički Mod na 1024x600x32
					1024x768x32_title	1024x768x32	Postavite Grafički Mod na 1024x768x32
					1280x768x32_title	1280x768x32	Postavite Grafički Mod na 1280x768x32
					1280x800x32_title	1280x800x32	Postavite Grafički Mod na 1280x800x32
					1280x1024x32_title	1280x1024x32	Postavite Grafički Mod na 1280x1024x32
					1280x960x32_title	1280x960x32	Postavite Grafički Mod na 1280x960x32
					1440x900x32_title	1440x900x32	Postavite Grafički Mod na 1440x900x32
					1600x900x32_title	1600x900x32	Postavite Grafički Mod na 1600x900x32
					1680x1050x32_title	1680x1050x32	Postavite Grafički Mod na 1680x1050x32
					1920x1080x32_title	1920x1080x32	Postavite Grafički Mod na 1920x1080x32
					1920x1200x32_title	1920x1200x32	Postavite Grafički Mod na 1920x1200x32
				Video_title		Video	Odabir opcija koje se bave s videom.
